field_name,form_name,field_type,field_label,parent,branching_logic
comor_unlisted_item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted,
comor_unlisted_item___Disorder of pulmonary circulation,presentation,binary,Disorder of pulmonary circulation,comor_unlisted,
comor_unlisted_item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted,
comor_unlisted_item___Essential hypertension,presentation,binary,Essential hypertension,comor_unlisted,
comor_unlisted_item___Malignant lymphoma,presentation,binary,Malignant lymphoma,comor_unlisted,
comor_unlisted_item___Immunosuppression,presentation,binary,Immunosuppression,comor_unlisted,
comor_unlisted_item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted,
comor_unlisted_item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted,
comor_unlisted_item___Peripheral Vascular Disease,presentation,binary,Peripheral Vascular Disease,comor_unlisted,
comor_unlisted_item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted,
comor_unlisted_item___Leukemia,presentation,binary,Leukemia,comor_unlisted,
comor_unlisted_item___Psychoactive substance use disorder,presentation,binary,Psychoactive substance use disorder,comor_unlisted,
comor_unlisted_item___Tuberculosis,presentation,binary,Tuberculosis,comor_unlisted,
comor_unlisted_item___Moderate or Severe Renal Disease,presentation,binary,Moderate or Severe Renal Disease,comor_unlisted,
comor_unlisted_item___Multiple Myeloma,presentation,binary,Multiple Myeloma,comor_unlisted,
comor_unlisted_item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted,
comor_unlisted_item___Reactive psychoses,presentation,binary,Reactive psychoses,comor_unlisted,
comor_unlisted_item___Disease of liver,presentation,binary,Disease of liver,comor_unlisted,
comor_unlisted_item___Ischaemic Heart Disease,presentation,binary,Ischaemic Heart Disease,comor_unlisted,
comor_unlisted_item___Primary malignant neoplasm,presentation,binary,Primary malignant neoplasm,comor_unlisted,
comor_unlisted_item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted,
comor_unlisted_item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted,
comor_unlisted_item___Transplant present,presentation,binary,Transplant present,comor_unlisted,
comor_unlisted_item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted,
comor_unlisted_item___Human immunodeficiency virus [HIV] disease,presentation,binary,Human immunodeficiency virus [HIV] disease,comor_unlisted,
comor_unlisted_item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted,
comor_unlisted_item___Stroke,presentation,binary,Stroke,comor_unlisted,
comor_unlisted_item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted,
comor_unlisted_item___Congestive Heart Failure,presentation,binary,Congestive Heart Failure,comor_unlisted,
comor_unlisted_item___Diabetes Mellitus (all types),presentation,binary,Diabetes Mellitus (all types),comor_unlisted,
comor_unlisted_item___Obesity,presentation,binary,Obesity,comor_unlisted,
comor_unlisted_item___Hemiplegia,presentation,binary,Hemiplegia,comor_unlisted,
comor_unlisted_item___Smoking,presentation,binary,Smoking,comor_unlisted,
comor_unlisted_item___Myocardial Infarction,presentation,binary,Myocardial Infarction,comor_unlisted,
comor_unlisted_item___Heart valve disorder,presentation,binary,Heart valve disorder,comor_unlisted,
comor_unlisted_item___Recurrent deep vein thrombosis,presentation,binary,Recurrent deep vein thrombosis,comor_unlisted,
comor_unlisted_item___Rheumatoid Disorders,presentation,binary,Rheumatoid Disorders,comor_unlisted,
comor_unlisted_item___Rare Diseases and Inborn Errors of Metabolism,presentation,binary,Rare Diseases and Inborn Errors of Metabolism,comor_unlisted,
comor_unlisted_item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted,
comor_unlisted_item___Paraplegia,presentation,binary,Paraplegia,comor_unlisted,
comor_unlisted_item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted,
comor_unlisted_item___Disorder of lipid metabolism,presentation,binary,Disorder of lipid metabolism,comor_unlisted,
comor_unlisted_item___Moderate or Severe Liver Disease,presentation,binary,Moderate or Severe Liver Disease,comor_unlisted,
comor_unlisted_item___Hypothyroidism,presentation,binary,Hypothyroidism,comor_unlisted,
comor_unlisted_item___Asplenia,presentation,binary,Asplenia,comor_unlisted,
comor_unlisted_item___Dementia,presentation,binary,Dementia,comor_unlisted,
comor_unlisted_0item,presentation,categorical,Select other relevant comorbidity(s),comor,[comor_unlisted]='1'
comor_unlisted_0item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Asplenia,presentation,binary,Asplenia,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Autoimmune Disease,presentation,binary,Autoimmune Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Blood coagulation disorder,presentation,binary,Blood coagulation disorder,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Congestive Heart Failure,presentation,binary,Congestive Heart Failure,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Dementia,presentation,binary,Dementia,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Diabetes Mellitus (all types),presentation,binary,Diabetes Mellitus (all types),comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Disease of liver,presentation,binary,Disease of liver,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Disorder of lipid metabolism,presentation,binary,Disorder of lipid metabolism,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Disorder of pulmonary circulation,presentation,binary,Disorder of pulmonary circulation,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Essential hypertension,presentation,binary,Essential hypertension,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Heart valve disorder,presentation,binary,Heart valve disorder,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Hemiplegia,presentation,binary,Hemiplegia,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Human immunodeficiency virus [HIV] disease,presentation,binary,Human immunodeficiency virus [HIV] disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Hyperthyroidism,presentation,binary,Hyperthyroidism,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Hypothyroidism,presentation,binary,Hypothyroidism,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Immunosuppression,presentation,binary,Immunosuppression,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Ischaemic Heart Disease,presentation,binary,Ischaemic Heart Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Leukemia,presentation,binary,Leukemia,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Malignant lymphoma,presentation,binary,Malignant lymphoma,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Metastatic carcinoid tumor Cancer,presentation,binary,Metastatic carcinoid tumor Cancer,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Moderate or Severe Liver Disease,presentation,binary,Moderate or Severe Liver Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Moderate or Severe Renal Disease,presentation,binary,Moderate or Severe Renal Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Multiple Myeloma,presentation,binary,Multiple Myeloma,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Myocardial Infarction,presentation,binary,Myocardial Infarction,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Neurodegenerative Disorders,presentation,binary,Neurodegenerative Disorders,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Neurological disorder confirmed,presentation,binary,Neurological disorder confirmed,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Obesity,presentation,binary,Obesity,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Paraplegia,presentation,binary,Paraplegia,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Peripheral Vascular Disease,presentation,binary,Peripheral Vascular Disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Primary malignant neoplasm,presentation,binary,Primary malignant neoplasm,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Psychoactive substance use disorder,presentation,binary,Psychoactive substance use disorder,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Rare Diseases and Inborn Errors of Metabolism,presentation,binary,Rare Diseases and Inborn Errors of Metabolism,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Reactive psychoses,presentation,binary,Reactive psychoses,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Recurrent deep vein thrombosis,presentation,binary,Recurrent deep vein thrombosis,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Rheumatoid Disorders,presentation,binary,Rheumatoid Disorders,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Smoking,presentation,binary,Smoking,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Solid tumor configuration,presentation,binary,Solid tumor configuration,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Stroke,presentation,binary,Stroke,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Transplant present,presentation,binary,Transplant present,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Tuberculosis,presentation,binary,Tuberculosis,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0item___Undifferentiated connective tissue disease,presentation,binary,Undifferentiated connective tissue disease,comor_unlisted_0item,[comor_unlisted]='1'
comor_unlisted_0addi,presentation,binary,Any additional other relevant comorbidity(s) ?,comor,[comor_unlisted]='1'
comor_unlisted_1item,presentation,categorical,>Select additional other relevant comorbidity(s) 2,comor,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Asplenia,presentation,binary,Asplenia,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Autoimmune Disease,presentation,binary,Autoimmune Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Blood coagulation disorder,presentation,binary,Blood coagulation disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Congestive Heart Failure,presentation,binary,Congestive Heart Failure,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Dementia,presentation,binary,Dementia,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Diabetes Mellitus (all types),presentation,binary,Diabetes Mellitus (all types),comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Disease of liver,presentation,binary,Disease of liver,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Disorder of lipid metabolism,presentation,binary,Disorder of lipid metabolism,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Disorder of pulmonary circulation,presentation,binary,Disorder of pulmonary circulation,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Essential hypertension,presentation,binary,Essential hypertension,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Heart valve disorder,presentation,binary,Heart valve disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Hemiplegia,presentation,binary,Hemiplegia,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Hyperthyroidism,presentation,binary,Hyperthyroidism,comor_unlisted_1item,[comor_unlisted_0addi]='1'
comor_unlisted_1item___Hypothyroidism,presentation,binary,Hypothyroidism,comor_unlisted_1item,[comor_unlisted_0addi]='1'
